SEQN,Grocery,Nonfood,Other,EatOut,Delivery
92342,150,5.40E-79,5.40E-79,999999,50
92343,642,5.40E-79,642,642,214
92344,800,5.40E-79,300,75,5.40E-79
92345,600,5.40E-79,50,50,5.40E-79
92346,1000,300,150,200,100
92347,250,40,30,40,5.40E-79
92348,300,5.40E-79,5.40E-79,300,5.40E-79
92349,214,64,42,257,85
92350,600,5.40E-79,20,40,5.40E-79
92351,400,40,100,150,40
92352,300,100,70,999999,999999
92353,64,5.40E-79,64,300,30
92354,600,75,5.40E-79,200,5.40E-79
92355,400,100,100,150,60
92356,200,5.40E-79,600,200,5.40E-79
92357,60,30,20,150,5.40E-79
92358,450,100,100,140,70
92359,600,200,5.40E-79,150,5.40E-79
92360,857,5.40E-79,107,428,214
92361,1285,428,428,1285,857
92362,80,5.40E-79,20,60,20
92363,250,5.40E-79,5.40E-79,60,5.40E-79
92364,285,5.40E-79,5.40E-79,60,5.40E-79
92365,,,,,
92366,650,30,5.40E-79,150,5.40E-79
92367,80,5.40E-79,120,20,5.40E-79
92368,200,5.40E-79,128,15,64
92369,2571,857,100,100,40
92370,600,150,60,250,80
92371,200,30,75,250,5.40E-79
92372,500,150,75,300,5.40E-79
92373,250,5.40E-79,5.40E-79,100,8
92374,800,100,5.40E-79,200,100
92375,450,5.40E-79,200,250,5.40E-79
92376,685,128,30,20,20
92377,800,150,500,300,100
92378,400,30,50,75,50
92379,200,5.40E-79,200,428,25
92380,800,5.40E-79,5.40E-79,150,5.40E-79
92381,800,300,342,150,5.40E-79
92382,400,100,200,100,5.40E-79
92383,857,5.40E-79,5.40E-79,300,5.40E-79
92384,500,200,100,100,5.40E-79
92385,400,5.40E-79,150,257,5.40E-79
92386,150,50,60,100,100
92387,400,5.40E-79,300,300,5.40E-79
92388,600,100,5.40E-79,200,50
92389,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92390,171,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92391,700,5.40E-79,300,250,5.40E-79
92392,1200,5.40E-79,1714,999999,342
92393,5.40E-79,5.40E-79,300,171,20
92394,500,100,50,250,50
92395,80,5.40E-79,5.40E-79,5.40E-79,12
92396,5.40E-79,5.40E-79,650,100,30
92397,777777,777777,777777,777777,777777
92398,500,100,75,300,5.40E-79
92399,550,100,300,50,5.40E-79
92400,560,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92401,600,5.40E-79,200,400,60
92402,700,75,140,100,5.40E-79
92403,1285,85,428,321,5.40E-79
92404,400,50,1000,200,5.40E-79
92405,5.40E-79,5.40E-79,100,428,50
92406,350,5.40E-79,50,50,5.40E-79
92407,700,5.40E-79,1000,300,80
92408,250,5.40E-79,5.40E-79,150,150
92409,450,5.40E-79,50,70,50
92410,300,25,10,60,5.40E-79
92411,400,5.40E-79,5.40E-79,70,5.40E-79
92412,1285,999999,257,200,214
92413,200,5.40E-79,5.40E-79,5.40E-79,50
92414,857,5.40E-79,428,257,5.40E-79
92415,50,5.40E-79,25,100,5.40E-79
92416,350,55,100,30,90
92417,700,5.40E-79,150,100,100
92418,700,5.40E-79,100,5.40E-79,5.40E-79
92419,300,75,100,150,5.40E-79
92420,999999,999999,999999,999999,999999
92421,300,5.40E-79,30,20,5.40E-79
92422,800,5.40E-79,100,5.40E-79,5.40E-79
92423,650,5.40E-79,150,40,5.40E-79
92424,300,5.40E-79,50,5.40E-79,5.40E-79
92425,857,214,85,257,42
92426,250,125,50,150,30
92427,400,5.40E-79,10,100,5.40E-79
92428,200,5.40E-79,428,300,50
92429,600,100,200,278,5.40E-79
92430,450,5.40E-79,30,100,30
92431,450,150,300,200,50
92432,100,20,400,100,30
92433,642,5.40E-79,100,342,5.40E-79
92434,400,5.40E-79,300,300,5.40E-79
92435,600,128,5.40E-79,5.40E-79,5.40E-79
92436,220,75,5.40E-79,80,5.40E-79
92437,600,100,200,200,5.40E-79
92438,500,80,5.40E-79,150,50
92439,400,100,128,428,40
92440,400,5.40E-79,5.40E-79,80,5.40E-79
92441,999999,999999,999999,999999,999999
92442,600,100,100,160,30
92443,500,5.40E-79,250,5.40E-79,100
92444,550,5.40E-79,5.40E-79,15,5.40E-79
92445,428,85,5.40E-79,75,5.40E-79
92446,200,40,60,100,20
92447,250,30,40,214,5.40E-79
92448,100,50,5.40E-79,5.40E-79,6
92449,668,5.40E-79,200,100,50
92450,300,5.40E-79,5.40E-79,100,5.40E-79
92451,857,214,128,300,100
92452,857,428,428,5.40E-79,5.40E-79
92453,600,5.40E-79,200,150,5.40E-79
92454,500,5.40E-79,100,300,40
92455,685,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92456,100,5.40E-79,400,200,5.40E-79
92457,600,5.40E-79,100,70,5.40E-79
92458,600,5.40E-79,5.40E-79,100,5.40E-79
92459,600,50,100,10,200
92460,430,5.40E-79,321,21,171
92461,150,50,400,5.40E-79,60
92462,40,5.40E-79,5.40E-79,6,5.40E-79
92463,150,5.40E-79,100,428,5.40E-79
92464,650,5.40E-79,5.40E-79,160,60
92465,300,42,5.40E-79,20,5.40E-79
92466,500,20,500,50,50
92467,1285,5.40E-79,107,50,5.40E-79
92468,450,5.40E-79,30,80,5.40E-79
92469,214,10,5.40E-79,5.40E-79,5.40E-79
92470,200,100,10,5.40E-79,5.40E-79
92471,800,100,600,150,5.40E-79
92472,300,70,180,857,5.40E-79
92473,200,5.40E-79,25,250,5.40E-79
92474,100,10,40,20,5.40E-79
92475,857,5.40E-79,200,85,342
92476,500,5.40E-79,100,40,5.40E-79
92477,900,200,5.40E-79,120,5.40E-79
92478,240,5.40E-79,360,5.40E-79,150
92479,325,5.40E-79,325,85,5.40E-79
92480,100,15,50,50,5.40E-79
92481,,,,,
92482,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92483,300,5.40E-79,200,200,5.40E-79
92484,1200,5.40E-79,1714,999999,342
92485,400,100,80,300,50
92486,400,25,70,321,107
92487,428,5.40E-79,200,1071,5.40E-79
92488,214,5.40E-79,128,85,5.40E-79
92489,220,10,5.40E-79,50,5.40E-79
92490,1071,85,128,300,107
92491,214,42,5.40E-79,42,5.40E-79
92492,857,5.40E-79,5.40E-79,50,5.40E-79
92493,1200,5.40E-79,1714,999999,342
92494,500,5.40E-79,5.40E-79,500,5.40E-79
92495,5.40E-79,5.40E-79,214,5.40E-79,5.40E-79
92496,200,5.40E-79,250,235,50
92497,700,5.40E-79,642,180,5.40E-79
92498,600,5.40E-79,100,100,5.40E-79
92499,400,100,100,428,85
92500,50,5.40E-79,200,100,5.40E-79
92501,700,5.40E-79,150,100,100
92502,300,40,100,171,5.40E-79
92503,321,107,214,428,5.40E-79
92504,300,50,300,60,60
92505,250,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92506,300,5.40E-79,200,200,5.40E-79
92507,100,5.40E-79,20,5.40E-79,5.40E-79
92508,500,100,30,50,5.40E-79
92509,250,30,5.40E-79,5.40E-79,28
92510,50,5.40E-79,450,50,50
92511,600,5.40E-79,100,100,5.40E-79
92512,642,5.40E-79,80,60,5.40E-79
92513,600,5.40E-79,85,100,5.40E-79
92514,,,,,
92515,150,35,50,85,5.40E-79
92516,,,,,
92517,400,5.40E-79,400,5.40E-79,5.40E-79
92518,642,214,5.40E-79,40,5.40E-79
92519,642,5.40E-79,128,214,50
92520,5.40E-79,5.40E-79,900,5.40E-79,5.40E-79
92521,367,5.40E-79,100,200,50
92522,150,5.40E-79,51,5.40E-79,5.40E-79
92523,700,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92524,400,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92525,600,5.40E-79,100,50,70
92526,100,5.40E-79,5.40E-79,25,5.40E-79
92527,350,50,150,200,75
92528,857,50,5.40E-79,100,5.40E-79
92529,150,5.40E-79,5.40E-79,30,30
92530,150,5,75,130,5.40E-79
92531,200,12,50,40,5.40E-79
92532,200,5.40E-79,200,428,5.40E-79
92533,999999,999999,257,999999,5.40E-79
92534,1285,999999,257,200,214
92535,642,5.40E-79,107,5.40E-79,5.40E-79
92536,200,5.40E-79,5.40E-79,10,5.40E-79
92537,5.40E-79,5.40E-79,400,100,5.40E-79
92538,200,5.40E-79,100,100,5.40E-79
92539,,,,,
92540,450,5.40E-79,80,150,5.40E-79
92541,300,5.40E-79,642,257,100
92542,250,25,5.40E-79,400,5.40E-79
92543,857,128,321,535,128
92544,225,60,225,100,50
92545,350,5.40E-79,5.40E-79,150,100
92546,514,428,30,125,5.40E-79
92547,600,5.40E-79,200,200,50
92548,100,5.40E-79,300,5.40E-79,10
92549,857,85,5.40E-79,400,20
92550,428,5.40E-79,642,999999,999999
92551,500,150,100,400,200
92552,600,100,150,200,100
92553,100,5.40E-79,642,257,5.40E-79
92554,600,250,5.40E-79,55,5.40E-79
92555,240,90,450,70,5.40E-79
92556,250,50,15,5.40E-79,5.40E-79
92557,,,,,
92558,400,300,400,80,5.40E-79
92559,1071,5.40E-79,428,150,5.40E-79
92560,300,5.40E-79,5.40E-79,200,5.40E-79
92561,140,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92562,200,5.40E-79,100,150,50
92563,450,5.40E-79,150,115,30
92564,350,30,100,128,85
92565,300,5.40E-79,200,100,40
92566,350,5.40E-79,5,100,5.40E-79
92567,6428,5.40E-79,300,5.40E-79,5.40E-79
92568,500,5.40E-79,5.40E-79,200,5.40E-79
92569,600,5.40E-79,5.40E-79,300,5.40E-79
92570,200,48,100,25,5.40E-79
92571,511,5.40E-79,5.40E-79,30,5.40E-79
92572,200,5.40E-79,20,200,5.40E-79
92573,1000,5.40E-79,500,300,300
92574,200,5.40E-79,200,100,5.40E-79
92575,500,5.40E-79,75,150,75
92576,800,5.40E-79,200,90,5.40E-79
92577,428,5.40E-79,214,214,5.40E-79
92578,,,,,
92579,400,5.40E-79,5.40E-79,999999,5.40E-79
92580,150,5.40E-79,350,300,5.40E-79
92581,650,100,100,100,5.40E-79
92582,257,5.40E-79,214,40,20
92583,100,5.40E-79,150,50,5.40E-79
92584,550,5.40E-79,60,150,50
92585,600,5.40E-79,5.40E-79,250,5.40E-79
92586,400,80,40,200,50
92587,300,15,40,71,5.40E-79
92588,300,42,5.40E-79,5.40E-79,5.40E-79
92589,642,85,100,250,20
92590,5.40E-79,5.40E-79,600,150,5.40E-79
92591,,,,,
92592,100,5.40E-79,300,250,5.40E-79
92593,50,5.40E-79,200,100,30
92594,200,5.40E-79,600,100,5.40E-79
92595,999999,999999,999999,5.40E-79,5.40E-79
92596,1000,5.40E-79,5.40E-79,400,5.40E-79
92597,214,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92598,200,50,15,5.40E-79,5.40E-79
92599,600,5.40E-79,50,70,5.40E-79
92600,600,5.40E-79,50,100,30
92601,500,5.40E-79,200,200,100
92602,300,5.40E-79,5.40E-79,50,5.40E-79
92603,300,30,5.40E-79,30,5.40E-79
92604,550,5.40E-79,5.40E-79,150,5.40E-79
92605,60,5.40E-79,64,150,5.40E-79
92606,5.40E-79,5.40E-79,600,100,5.40E-79
92607,200,75,75,30,5.40E-79
92608,600,5.40E-79,150,200,100
92609,5.40E-79,5.40E-79,857,128,5.40E-79
92610,175,5.40E-79,75,500,15
92611,800,5.40E-79,1200,800,5.40E-79
92612,400,150,300,642,5.40E-79
92613,999999,999999,999999,999999,5.40E-79
92614,350,5.40E-79,999999,999999,60
92615,250,5.40E-79,5.40E-79,100,50
92616,700,107,100,50,50
92617,70,20,20,20,12
92618,440,60,5.40E-79,200,40
92619,600,5.40E-79,150,200,100
92620,400,5.40E-79,200,5.40E-79,5.40E-79
92621,800,5.40E-79,5.40E-79,200,50
92622,150,7,9,12,5.40E-79
92623,400,5.40E-79,5.40E-79,999999,5.40E-79
92624,321,5.40E-79,214,128,85
92625,400,100,50,100,50
92626,700,5.40E-79,150,100,100
92627,250,5.40E-79,5.40E-79,30,5.40E-79
92628,600,5.40E-79,5.40E-79,100,5.40E-79
92629,278,64,214,128,5.40E-79
92630,700,200,100,200,5.40E-79
92631,5.40E-79,5.40E-79,385,40,5.40E-79
92632,400,5.40E-79,40,100,40
92633,400,5.40E-79,5.40E-79,1000,200
92634,400,5.40E-79,100,150,5.40E-79
92635,600,50,5.40E-79,50,5.40E-79
92636,75,15,15,30,5.40E-79
92637,450,5.40E-79,40,278,278
92638,1607,5.40E-79,300,375,50
92639,165,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92640,800,5.40E-79,300,40,40
92641,1285,128,771,342,5.40E-79
92642,342,5.40E-79,42,50,5.40E-79
92643,600,5.40E-79,5.40E-79,200,45
92644,1285,5.40E-79,5.40E-79,200,50
92645,600,100,5.40E-79,150,5.40E-79
92646,642,5.40E-79,171,30,5.40E-79
92647,428,42,85,85,5.40E-79
92648,257,85,42,107,5.40E-79
92649,257,5.40E-79,857,300,5.40E-79
92650,400,5.40E-79,600,50,5.40E-79
92651,800,5.40E-79,5.40E-79,100,5.40E-79
92652,700,5.40E-79,5.40E-79,150,50
92653,350,10,5.40E-79,171,5.40E-79
92654,300,42,107,128,128
92655,1285,5.40E-79,214,171,5.40E-79
92656,200,5.40E-79,5.40E-79,600,42
92657,857,214,214,428,214
92658,321,5.40E-79,214,128,85
92659,300,5.40E-79,5.40E-79,150,5.40E-79
92660,600,100,5.40E-79,100,25
92661,400,5.40E-79,5.40E-79,200,70
92662,428,5.40E-79,5.40E-79,200,5.40E-79
92663,,,,,
92664,5.40E-79,5.40E-79,200,5.40E-79,5.40E-79
92665,1000,5.40E-79,5.40E-79,75,5.40E-79
92666,600,5.40E-79,5.40E-79,200,5.40E-79
92667,300,100,214,50,25
92668,180,5.40E-79,100,50,5.40E-79
92669,450,30,30,30,20
92670,1285,5.40E-79,400,600,120
92671,700,50,500,5.40E-79,50
92672,857,5.40E-79,342,642,5.40E-79
92673,535,5.40E-79,128,75,5.40E-79
92674,400,5.40E-79,12,200,5.40E-79
92675,250,50,5.40E-79,120,30
92676,200,100,400,100,40
92677,321,5.40E-79,5.40E-79,257,5.40E-79
92678,400,5.40E-79,800,500,200
92679,300,5.40E-79,5.40E-79,214,107
92680,1000,5.40E-79,100,40,300
92681,999999,999999,999999,999999,999999
92682,1000,100,5.40E-79,300,5.40E-79
92683,450,5.40E-79,450,100,5.40E-79
92684,400,5.40E-79,214,5.40E-79,278
92685,100,5.40E-79,200,5.40E-79,5.40E-79
92686,428,85,5.40E-79,10,5.40E-79
92687,800,5.40E-79,400,60,5.40E-79
92688,200,150,50,300,100
92689,400,5.40E-79,100,50,5.40E-79
92690,857,5.40E-79,300,171,128
92691,200,5.40E-79,200,60,80
92692,1285,428,428,1285,857
92693,600,5.40E-79,1540,100,5.40E-79
92694,300,30,50,150,30
92695,350,5.40E-79,5.40E-79,45,25
92696,300,100,5.40E-79,75,5.40E-79
92697,400,5.40E-79,5.40E-79,50,5.40E-79
92698,400,5.40E-79,20,600,50
92699,642,5.40E-79,5.40E-79,100,100
92700,1200,5.40E-79,5.40E-79,200,5.40E-79
92701,350,5.40E-79,5.40E-79,171,5.40E-79
92702,5.40E-79,5.40E-79,1000,500,85
92703,100,5.40E-79,400,80,5.40E-79
92704,342,5.40E-79,107,5.40E-79,5.40E-79
92705,300,5.40E-79,5.40E-79,214,107
92706,60,5.40E-79,500,5.40E-79,5.40E-79
92707,1000,5.40E-79,5.40E-79,214,5.40E-79
92708,300,100,75,150,40
92709,190,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92710,300,5.40E-79,50,100,5.40E-79
92711,400,5.40E-79,5.40E-79,150,5.40E-79
92712,500,5.40E-79,40,120,30
92713,400,5.40E-79,600,50,5.40E-79
92714,200,5.40E-79,50,160,25
92715,600,5.40E-79,200,200,5.40E-79
92716,1500,214,107,171,171
92717,300,5.40E-79,5.40E-79,200,5.40E-79
92718,800,5.40E-79,5.40E-79,300,50
92719,300,5.40E-79,5.40E-79,300,5.40E-79
92720,642,5.40E-79,128,20,5.40E-79
92721,1071,5.40E-79,100,257,342
92722,200,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92723,600,5.40E-79,5.40E-79,777777,5.40E-79
92724,450,5.40E-79,60,999999,35
92725,1200,5.40E-79,5.40E-79,200,5.40E-79
92726,150,5.40E-79,85,85,5.40E-79
92727,500,5.40E-79,200,50,15
92728,125,20,50,35,5.40E-79
92729,600,5.40E-79,200,100,50
92730,300,5.40E-79,700,100,5.40E-79
92731,171,5.40E-79,25,30,5.40E-79
92732,650,5.40E-79,128,5.40E-79,5.40E-79
92733,800,5.40E-79,500,200,200
92734,400,60,40,100,5.40E-79
92735,2000,5.40E-79,400,200,5.40E-79
92736,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92737,450,5.40E-79,5.40E-79,100,5.40E-79
92738,100,5.40E-79,50,20,5.40E-79
92739,500,100,50,150,5.40E-79
92740,200,100,400,100,40
92741,128,4,5.40E-79,214,5.40E-79
92742,75,5.40E-79,20,20,5.40E-79
92743,700,5.40E-79,130,100,180
92744,100,5.40E-79,150,5.40E-79,5.40E-79
92745,400,5.40E-79,5.40E-79,90,5.40E-79
92746,50,5.40E-79,20,120,20
92747,900,200,5.40E-79,120,5.40E-79
92748,300,5.40E-79,300,5.40E-79,171
92749,5.40E-79,5.40E-79,800,150,50
92750,350,50,30,100,5.40E-79
92751,700,70,200,100,60
92752,999999,999999,200,5.40E-79,5.40E-79
92753,428,5.40E-79,214,5.40E-79,5.40E-79
92754,500,5.40E-79,150,250,5.40E-79
92755,500,5.40E-79,300,100,50
92756,800,5.40E-79,600,500,50
92757,5.40E-79,5.40E-79,75,25,200
92758,1071,5.40E-79,5.40E-79,171,5.40E-79
92759,800,100,20,100,100
92760,857,5.40E-79,257,128,5.40E-79
92761,300,75,100,150,50
92762,1200,50,5.40E-79,100,60
92763,850,75,100,100,60
92764,600,60,100,100,100
92765,700,5.40E-79,700,385,40
92766,342,5.40E-79,42,50,5.40E-79
92767,150,50,150,60,5.40E-79
92768,857,5.40E-79,5.40E-79,5.40E-79,40
92769,257,5.40E-79,214,50,40
92770,800,200,800,250,50
92771,400,30,685,257,5.40E-79
92772,550,75,75,350,5.40E-79
92773,560,60,200,200,200
92774,450,30,30,30,20
92775,5.40E-79,5.40E-79,250,5.40E-79,5.40E-79
92776,300,5.40E-79,120,300,50
92777,300,5.40E-79,5.40E-79,200,5.40E-79
92778,5.40E-79,5.40E-79,700,171,20
92779,60,5.40E-79,35,30,30
92780,400,5.40E-79,400,100,50
92781,100,5.40E-79,600,100,5.40E-79
92782,400,128,5.40E-79,5.40E-79,5.40E-79
92783,600,5.40E-79,600,200,60
92784,300,100,200,150,60
92785,120,20,20,100,30
92786,,,,,
92787,100,5.40E-79,20,20,5.40E-79
92788,350,50,5,100,50
92789,500,200,300,10,5.40E-79
92790,500,5.40E-79,200,100,30
92791,500,150,85,200,75
92792,1285,257,514,428,5.40E-79
92793,320,30,100,20,5.40E-79
92794,1000,200,5.40E-79,800,50
92795,500,5.40E-79,150,50,5.40E-79
92796,1071,107,214,642,5.40E-79
92797,171,5.40E-79,15,2000,40
92798,200,5.40E-79,150,171,70
92799,428,5.40E-79,214,50,5.40E-79
92800,1200,39,180,5.40E-79,60
92801,500,5.40E-79,200,200,100
92802,5.40E-79,5.40E-79,800,200,100
92803,400,5.40E-79,5.40E-79,100,5.40E-79
92804,500,50,400,70,5.40E-79
92805,400,35,5.40E-79,5.40E-79,5.40E-79
92806,685,5.40E-79,428,214,214
92807,857,5.40E-79,428,5.40E-79,5.40E-79
92808,600,5.40E-79,5.40E-79,200,5.40E-79
92809,650,5.40E-79,750,5.40E-79,5.40E-79
92810,1200,5.40E-79,1714,999999,342
92811,300,5.40E-79,5.40E-79,100,5.40E-79
92812,450,5.40E-79,5.40E-79,150,5.40E-79
92813,600,5.40E-79,100,200,5.40E-79
92814,90,20,107,20,5.40E-79
92815,260,5.40E-79,40,107,5.40E-79
92816,400,5.40E-79,5.40E-79,90,5.40E-79
92817,700,5.40E-79,200,200,5.40E-79
92818,200,5.40E-79,999999,999999,30
92819,600,5.40E-79,5.40E-79,200,5.40E-79
92820,5.40E-79,5.40E-79,600,450,5.40E-79
92821,214,40,20,171,64
92822,800,5.40E-79,200,400,50
92823,700,300,500,100,5.40E-79
92824,400,5.40E-79,200,150,5.40E-79
92825,400,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92826,300,5.40E-79,5.40E-79,200,5.40E-79
92827,150,5.40E-79,75,40,5.40E-79
92828,180,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92829,250,5.40E-79,40,30,5.40E-79
92830,900,200,5.40E-79,120,5.40E-79
92831,175,5.40E-79,40,20,5.40E-79
92832,685,85,5.40E-79,20,5.40E-79
92833,300,5.40E-79,20,80,5.40E-79
92834,500,5.40E-79,100,50,50
92835,400,30,50,40,5.40E-79
92836,240,5.40E-79,20,40,11
92837,325,5.40E-79,60,65,10
92838,200,5.40E-79,50,150,100
92839,3428,100,5.40E-79,100,50
92840,400,100,100,150,60
92841,300,5.40E-79,5.40E-79,50,5.40E-79
92842,250,5.40E-79,30,600,5.40E-79
92843,428,5.40E-79,200,428,5.40E-79
92844,400,5.40E-79,100,40,5.40E-79
92845,350,75,200,250,5.40E-79
92846,450,5.40E-79,60,999999,35
92847,500,5.40E-79,200,100,50
92848,400,120,30,150,40
92849,700,50,150,250,5.40E-79
92850,200,50,500,150,5.40E-79
92851,400,5.40E-79,200,128,5.40E-79
92852,700,150,5.40E-79,100,100
92853,285,5.40E-79,5.40E-79,60,5.40E-79
92854,214,42,160,642,50
92855,1714,642,300,200,5.40E-79
92856,,,,,
92857,200,50,50,100,60
92858,642,128,80,100,5.40E-79
92859,150,5.40E-79,100,30,5.40E-79
92860,650,30,5.40E-79,150,5.40E-79
92861,240,5.40E-79,40,85,5.40E-79
92862,400,50,300,214,128
92863,557,50,5.40E-79,120,40
92864,857,5.40E-79,5.40E-79,214,5.40E-79
92865,450,5.40E-79,40,200,30
92866,600,5.40E-79,5.40E-79,300,5.40E-79
92867,400,5.40E-79,40,200,5.40E-79
92868,,,,,
92869,500,60,500,200,20
92870,300,5.40E-79,300,40,5.40E-79
92871,428,85,42,85,85
92872,300,100,5.40E-79,20,5.40E-79
92873,3300,5.40E-79,20,85,128
92874,150,50,60,200,50
92875,428,5.40E-79,42,5,5.40E-79
92876,200,30,200,20,20
92877,500,5.40E-79,200,100,50
92878,550,75,75,350,5.40E-79
92879,514,5.40E-79,214,999999,5.40E-79
92880,600,5.40E-79,200,150,5.40E-79
92881,500,5.40E-79,200,10,5.40E-79
92882,557,5.40E-79,5.40E-79,20,5.40E-79
92883,200,10,50,128,5.40E-79
92884,400,5.40E-79,50,100,50
92885,400,5.40E-79,1125,5.40E-79,80
92886,600,5.40E-79,400,200,5.40E-79
92887,999999,999999,5.40E-79,40,5.40E-79
92888,430,5.40E-79,60,5.40E-79,5.40E-79
92889,400,100,100,200,50
92890,857,5.40E-79,5.40E-79,999999,50
92891,400,214,214,400,100
92892,400,5.40E-79,100,5.40E-79,5.40E-79
92893,400,5.40E-79,100,200,100
92894,600,5.40E-79,80,200,5.40E-79
92895,214,5.40E-79,5.40E-79,428,5.40E-79
92896,400,5.40E-79,5.40E-79,200,5.40E-79
92897,200,5.40E-79,5.40E-79,20,5.40E-79
92898,300,5.40E-79,150,260,100
92899,200,5.40E-79,300,150,50
92900,321,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92901,8400,30,5.40E-79,5.40E-79,5.40E-79
92902,400,5.40E-79,100,150,5.40E-79
92903,150,50,50,30,5.40E-79
92904,150,5.40E-79,150,30,20
92905,800,5.40E-79,200,100,5.40E-79
92906,400,85,300,5.40E-79,30
92907,300,30,50,150,60
92908,200,5.40E-79,5.40E-79,321,5.40E-79
92909,,,,,
92910,100,5.40E-79,200,5.40E-79,5.40E-79
92911,150,5.40E-79,100,200,5.40E-79
92912,1285,40,50,500,30
92913,150,50,400,5.40E-79,60
92914,428,214,428,150,5.40E-79
92915,557,128,100,80,5.40E-79
92916,5.40E-79,5.40E-79,500,100,5.40E-79
92917,257,5.40E-79,214,50,40
92918,,,,,
92919,320,30,100,20,5.40E-79
92920,50,5.40E-79,500,15,5.40E-79
92921,214,5.40E-79,128,85,5.40E-79
92922,500,5.40E-79,60,150,60
92923,450,5.40E-79,50,70,50
92924,1000,5.40E-79,200,200,100
92925,1000,200,50,100,40
92926,400,5.40E-79,600,50,5.40E-79
92927,200,5.40E-79,300,5.40E-79,30
92928,500,150,100,400,200
92929,250,5.40E-79,5.40E-79,150,5.40E-79
92930,,,,,
92931,1071,5.40E-79,428,150,5.40E-79
92932,999999,999999,999999,999999,999999
92933,600,5.40E-79,5.40E-79,300,5.40E-79
92934,350,5.40E-79,5.40E-79,171,5.40E-79
92935,25,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92936,700,200,5.40E-79,80,20
92937,1714,5.40E-79,428,257,200
92938,700,107,100,50,50
92939,642,25,30,75,5.40E-79
92940,1071,5.40E-79,5.40E-79,171,5.40E-79
92941,500,50,50,50,5.40E-79
92942,300,5.40E-79,150,100,5.40E-79
92943,300,5.40E-79,5.40E-79,100,75
92944,400,100,200,500,50
92945,750,42,128,321,40
92946,999999,999999,5.40E-79,5.40E-79,5.40E-79
92947,300,5.40E-79,60,80,5.40E-79
92948,450,5.40E-79,5.40E-79,150,5.40E-79
92949,400,200,100,50,5.40E-79
92950,600,5.40E-79,100,100,5.40E-79
92951,700,5.40E-79,200,100,100
92952,100,40,10,5.40E-79,5.40E-79
92953,500,5.40E-79,30,100,50
92954,,,,,
92955,300,5.40E-79,5.40E-79,50,5.40E-79
92956,450,5.40E-79,21,200,70
92957,200,25,100,100,100
92958,200,5.40E-79,100,100,200
92959,428,5.40E-79,200,235,5.40E-79
92960,300,10,100,642,42
92961,300,10,20,20,5.40E-79
92962,350,5.40E-79,100,250,50
92963,150,50,150,50,5.40E-79
92964,685,85,300,25,25
92965,1071,85,128,300,107
92966,200,5.40E-79,100,100,5.40E-79
92967,800,5.40E-79,5.40E-79,150,5.40E-79
92968,200,5.40E-79,200,300,200
92969,200,50,40,5.40E-79,5.40E-79
92970,5.40E-79,5.40E-79,600,450,5.40E-79
92971,800,5.40E-79,800,100,100
92972,800,5.40E-79,400,120,5.40E-79
92973,700,150,5.40E-79,200,5.40E-79
92974,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92975,100,5.40E-79,500,214,30
92976,50,5.40E-79,100,150,5.40E-79
92977,400,100,200,100,100
92978,550,175,10,130,5.40E-79
92979,450,5.40E-79,60,160,5.40E-79
92980,300,5.40E-79,100,60,70
92981,300,5.40E-79,80,5.40E-79,5.40E-79
92982,450,100,190,200,60
92983,3000,5.40E-79,2142,857,342
92984,600,100,75,400,100
92985,428,5.40E-79,100,60,5.40E-79
92986,300,20,10,50,5.40E-79
92987,75,5.40E-79,55,16,40
92988,600,5.40E-79,200,30,5.40E-79
92989,600,5.40E-79,100,60,75
92990,30,5.40E-79,200,5.40E-79,5.40E-79
92991,400,5.40E-79,10,100,5.40E-79
92992,600,5.40E-79,100,80,5.40E-79
92993,450,30,35,60,5.40E-79
92994,200,5.40E-79,100,200,5.40E-79
92995,400,128,5.40E-79,150,50
92996,400,50,200,75,20
92997,800,100,5.40E-79,500,5.40E-79
92998,200,5.40E-79,400,300,300
92999,600,5.40E-79,5.40E-79,5.40E-79,5.40E-79
93000,400,30,200,400,5.40E-79
93001,75,5.40E-79,5.40E-79,18,5.40E-79
93002,350,30,100,128,85
93003,440,90,5.40E-79,5.40E-79,5.40E-79
93004,428,100,40,400,80
93005,800,5.40E-79,100,500,5.40E-79
93006,400,50,200,75,20
93007,257,5.40E-79,15,171,42
