SEQN,Grocery,Nonfood,Other,EatOut,Delivery
91676,200,5.40E-79,50,100,20
91677,200,40,257,5.40E-79,60
91678,400,5.40E-79,200,150,5.40E-79
91679,650,5.40E-79,400,100,5.40E-79
91680,50,20,200,100,5.40E-79
91681,100,5.40E-79,150,42,5.40E-79
91682,600,60,5.40E-79,200,5.40E-79
91683,250,40,50,40,20
91684,500,5.40E-79,5.40E-79,500,5.40E-79
91685,,,,,
91686,642,5.40E-79,180,300,999999
91687,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91688,1000,200,400,100,100
91689,600,5.40E-79,5.40E-79,200,5.40E-79
91690,562,5.40E-79,42,60,5.40E-79
91691,650,5.40E-79,128,5.40E-79,5.40E-79
91692,400,5.40E-79,5.40E-79,200,5.40E-79
91693,1285,40,50,500,30
91694,350,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91695,450,120,5.40E-79,55,5.40E-79
91696,428,42,5.40E-79,175,5.40E-79
91697,5.40E-79,5.40E-79,700,535,214
91698,300,5.40E-79,200,10,5.40E-79
91699,600,5.40E-79,50,100,30
91700,857,5.40E-79,30,25,5.40E-79
91701,600,50,50,150,50
91702,600,5.40E-79,5.40E-79,200,60
91703,5.40E-79,5.40E-79,500,100,100
91704,600,250,5.40E-79,55,5.40E-79
91705,600,60,100,100,100
91706,5.40E-79,5.40E-79,650,200,5.40E-79
91707,600,60,5.40E-79,200,5.40E-79
91708,350,5.40E-79,300,85,5.40E-79
91709,100,20,600,350,30
91710,200,60,25,5.40E-79,5.40E-79
91711,300,5.40E-79,150,100,5.40E-79
91712,300,100,300,1000,500
91713,250,75,5.40E-79,50,5.40E-79
91714,999999,999999,999999,999999,5.40E-79
91715,1071,50,150,5.40E-79,5.40E-79
91716,250,5.40E-79,55,30,20
91717,400,5.40E-79,200,500,200
91718,600,5.40E-79,80,200,5.40E-79
91719,300,5.40E-79,5.40E-79,100,5.40E-79
91720,200,5.40E-79,128,15,64
91721,450,100,100,100,50
91722,1200,300,5.40E-79,100,5.40E-79
91723,400,50,30,140,5.40E-79
91724,500,50,500,200,100
91725,5.40E-79,5.40E-79,800,200,50
91726,200,12,50,40,5.40E-79
91727,514,64,100,250,75
91728,999999,999999,999999,999999,5.40E-79
91729,1200,5.40E-79,5.40E-79,800,200
91730,300,5.40E-79,5.40E-79,100,5.40E-79
91731,535,51,5.40E-79,400,5.40E-79
91732,1000,200,100,500,50
91733,428,107,100,200,5.40E-79
91734,300,5.40E-79,150,260,100
91735,400,5.40E-79,300,300,5.40E-79
91736,420,5.40E-79,30,50,100
91737,300,50,5.40E-79,5.40E-79,5.40E-79
91738,50,5.40E-79,20,75,5.40E-79
91739,600,5.40E-79,250,250,100
91740,999999,999999,5.40E-79,5.40E-79,5.40E-79
91741,500,5.40E-79,5.40E-79,75,30
91742,200,40,257,5.40E-79,60
91743,300,100,100,128,171
91744,250,5.40E-79,40,30,25
91745,600,200,5.40E-79,200,50
91746,1714,5.40E-79,428,257,200
91747,428,5.40E-79,5.40E-79,100,5.40E-79
91748,50,5.40E-79,78,30,5.40E-79
91749,440,60,5.40E-79,200,40
91750,1285,40,50,500,30
91751,1714,5.40E-79,428,257,200
91752,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91753,214,5.40E-79,85,150,5.40E-79
91754,,,,,
91755,100,5.40E-79,400,107,5.40E-79
91756,400,30,20,100,25
91757,900,100,250,400,110
91758,100,5.40E-79,5.40E-79,3,5.40E-79
91759,500,5.40E-79,40,30,5.40E-79
91760,500,200,5.40E-79,200,5.40E-79
91761,600,5.40E-79,5.40E-79,300,5.40E-79
91762,600,5.40E-79,5.40E-79,90,5.40E-79
91763,800,5.40E-79,100,5.40E-79,60
91764,250,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91765,600,5.40E-79,5.40E-79,200,5.40E-79
91766,342,5.40E-79,171,20,5.40E-79
91767,500,200,50,200,50
91768,700,50,250,350,5.40E-79
91769,500,5.40E-79,80,20,5.40E-79
91770,750,5.40E-79,5.40E-79,128,5.40E-79
91771,600,5.40E-79,400,200,5.40E-79
91772,200,5.40E-79,300,150,50
91773,,,,,
91774,857,428,428,5.40E-79,5.40E-79
91775,5.40E-79,5.40E-79,171,240,5.40E-79
91776,700,5.40E-79,5.40E-79,128,5.40E-79
91777,300,5.40E-79,5.40E-79,50,5.40E-79
91778,,,,,
91779,200,5.40E-79,50,500,300
91780,514,128,10,100,5.40E-79
91781,80,5.40E-79,30,250,5.40E-79
91782,1000,200,50,100,40
91783,400,5.40E-79,75,50,60
91784,350,5.40E-79,200,5.40E-79,100
91785,250,50,50,80,5.40E-79
91786,400,5.40E-79,60,300,20
91787,75,10,5,20,5.40E-79
91788,557,128,100,80,5.40E-79
91789,1000,5.40E-79,5.40E-79,50,5.40E-79
91790,,,,,
91791,300,214,200,50,5.40E-79
91792,240,64,30,5.40E-79,5.40E-79
91793,5.40E-79,5.40E-79,430,30,25
91794,500,5.40E-79,300,100,50
91795,1400,5.40E-79,5.40E-79,85,85
91796,1714,5.40E-79,428,257,200
91797,400,5.40E-79,40,200,40
91798,642,100,642,8,64
91799,200,50,5.40E-79,5.40E-79,5.40E-79
91800,400,5.40E-79,5.40E-79,300,5.40E-79
91801,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91802,500,100,171,150,40
91803,200,5.40E-79,30,500,5.40E-79
91804,1285,214,5.40E-79,100,30
91805,600,5.40E-79,5.40E-79,200,5.40E-79
91806,300,5.40E-79,20,60,5.40E-79
91807,200,80,60,100,5.40E-79
91808,5.40E-79,5.40E-79,800,300,200
91809,350,5.40E-79,100,75,25
91810,600,5.40E-79,5.40E-79,300,5.40E-79
91811,550,5.40E-79,5.40E-79,150,5.40E-79
91812,600,5.40E-79,5.40E-79,200,5.40E-79
91813,428,5.40E-79,5.40E-79,5.40E-79,428
91814,600,5.40E-79,200,480,35
91815,75,5.40E-79,5.40E-79,10,5.40E-79
91816,428,85,214,171,40
91817,700,75,40,300,5.40E-79
91818,5.40E-79,5.40E-79,1050,250,100
91819,500,100,100,700,5.40E-79
91820,500,50,5.40E-79,80,5.40E-79
91821,850,100,5.40E-79,500,100
91822,5.40E-79,5.40E-79,300,40,535
91823,600,100,300,700,5.40E-79
91824,250,128,5.40E-79,428,60
91825,278,10,120,150,30
91826,668,5.40E-79,200,100,50
91827,300,5.40E-79,70,40,5.40E-79
91828,500,150,70,999999,999999
91829,500,5.40E-79,642,5.40E-79,5.40E-79
91830,500,75,110,200,85
91831,950,5.40E-79,300,50,50
91832,250,25,70,400,5.40E-79
91833,650,100,100,200,50
91834,400,5.40E-79,5.40E-79,50,5.40E-79
91835,300,5.40E-79,5.40E-79,75,5.40E-79
91836,464,5.40E-79,50,40,5.40E-79
91837,428,107,5.40E-79,100,5.40E-79
91838,1071,171,150,300,75
91839,535,85,214,857,5.40E-79
91840,600,150,100,200,5.40E-79
91841,100,20,5.40E-79,30,5.40E-79
91842,600,5.40E-79,5.40E-79,100,5.40E-79
91843,300,30,300,60,30
91844,300,100,5.40E-79,60,5.40E-79
91845,600,5.40E-79,5.40E-79,100,5.40E-79
91846,385,5.40E-79,1392,428,85
91847,500,5.40E-79,5.40E-79,75,30
91848,500,5.40E-79,100,100,200
91849,835,85,85,85,85
91850,400,75,10,200,50
91851,428,85,5.40E-79,257,5.40E-79
91852,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91853,75,55,150,5.40E-79,5.40E-79
91854,500,75,5.40E-79,200,20
91855,180,5.40E-79,100,50,5.40E-79
91856,389,80,120,30,5.40E-79
91857,,,,,
91858,294,5.40E-79,186,40,10
91859,200,30,5.40E-79,300,10
91860,700,300,200,5.40E-79,100
91861,999999,999999,999999,999999,999999
91862,,,,,
91863,600,5.40E-79,100,70,5.40E-79
91864,857,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91865,200,10,50,128,5.40E-79
91866,300,5.40E-79,200,10,5.40E-79
91867,150,5.40E-79,50,400,171
91868,400,120,30,100,40
91869,300,5.40E-79,5.40E-79,128,5.40E-79
91870,642,85,128,100,100
91871,400,100,70,20,25
91872,5.40E-79,5.40E-79,800,300,70
91873,100,5.40E-79,500,214,30
91874,200,5.40E-79,800,200,30
91875,500,100,40,450,5.40E-79
91876,200,5.40E-79,300,100,5.40E-79
91877,,,,,
91878,,,,,
91879,100,5.40E-79,642,5.40E-79,5.40E-79
91880,300,25,30,107,5.40E-79
91881,650,5.40E-79,750,5.40E-79,5.40E-79
91882,600,5.40E-79,250,130,5.40E-79
91883,1071,128,642,214,171
91884,600,150,80,250,30
91885,620,70,42,60,40
91886,175,5.40E-79,50,60,5.40E-79
91887,100,5.40E-79,400,107,5.40E-79
91888,900,5.40E-79,150,200,5.40E-79
91889,300,50,150,160,30
91890,300,5.40E-79,5.40E-79,200,5.40E-79
91891,514,5.40E-79,5.40E-79,200,5.40E-79
91892,790,5.40E-79,100,40,5.40E-79
91893,350,5.40E-79,100,75,40
91894,400,5.40E-79,5.40E-79,100,5.40E-79
91895,857,214,428,80,107
91896,400,5.40E-79,5.40E-79,40,5.40E-79
91897,250,50,150,5.40E-79,5.40E-79
91898,180,42,10,30,5.40E-79
91899,600,5.40E-79,100,200,5.40E-79
91900,800,80,200,707,5.40E-79
91901,642,5.40E-79,857,257,5.40E-79
91902,500,5.40E-79,200,50,15
91903,100,100,150,90,25
91904,400,5.40E-79,5.40E-79,75,85
91905,500,5.40E-79,100,70,5.40E-79
91906,400,5.40E-79,200,400,10
91907,1000,200,50,300,5.40E-79
91908,150,5.40E-79,128,5.40E-79,5.40E-79
91909,350,5.40E-79,250,150,50
91910,400,100,50,100,50
91911,300,50,200,75,5.40E-79
91912,200,5.40E-79,50,150,100
91913,250,5.40E-79,500,150,5.40E-79
91914,600,5.40E-79,100,80,5.40E-79
91915,100,15,75,65,20
91916,600,50,5.40E-79,80,5.40E-79
91917,600,5.40E-79,5.40E-79,100,5.40E-79
91918,1000,200,200,500,300
91919,428,30,40,171,85
91920,250,5.40E-79,100,40,5.40E-79
91921,857,5.40E-79,5.40E-79,214,214
91922,400,5.40E-79,100,100,50
91923,650,5.40E-79,5.40E-79,5.40E-79,28
91924,,,,,
91925,500,5.40E-79,300,50,5.40E-79
91926,1500,5.40E-79,300,1200,5.40E-79
91927,200,40,5.40E-79,60,5.40E-79
91928,450,30,10,60,5.40E-79
91929,100,5.40E-79,400,350,40
91930,200,5.40E-79,800,150,100
91931,278,5.40E-79,150,20,128
91932,300,5.40E-79,300,5.40E-79,5.40E-79
91933,500,100,50,150,5.40E-79
91934,600,5.40E-79,5.40E-79,200,5.40E-79
91935,200,5.40E-79,5.40E-79,70,30
91936,2800,5.40E-79,200,100,5.40E-79
91937,214,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91938,685,171,107,5.40E-79,128
91939,400,60,40,100,5.40E-79
91940,857,4,200,1500,5.40E-79
91941,500,5.40E-79,80,150,150
91942,500,125,5.40E-79,999999,30
91943,200,30,5.40E-79,30,5.40E-79
91944,140,64,5.40E-79,128,5.40E-79
91945,857,80,428,214,75
91946,2000,5.40E-79,400,200,5.40E-79
91947,225,5.40E-79,5.40E-79,100,5.40E-79
91948,999999,999999,999999,999999,5.40E-79
91949,171,5.40E-79,5.40E-79,999999,5.40E-79
91950,385,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91951,642,5.40E-79,257,257,5.40E-79
91952,400,5.40E-79,12,200,5.40E-79
91953,600,5.40E-79,300,100,5.40E-79
91954,300,20,5.40E-79,5.40E-79,5.40E-79
91955,5.40E-79,5.40E-79,300,5.40E-79,214
91956,68,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91957,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91958,385,10,5.40E-79,80,50
91959,230,5.40E-79,5.40E-79,25,5.40E-79
91960,100,30,25,50,5.40E-79
91961,400,5.40E-79,5.40E-79,171,20
91962,240,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91963,600,5.40E-79,20,30,20
91964,600,75,125,200,100
91965,214,5.40E-79,85,150,5.40E-79
91966,800,5.40E-79,300,120,5.40E-79
91967,560,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91968,,,,,
91969,800,200,200,400,5.40E-79
91970,700,50,150,250,5.40E-79
91971,275,5.40E-79,100,75,5.40E-79
91972,250,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91973,857,214,214,428,214
91974,5.40E-79,5.40E-79,192,60,5.40E-79
91975,450,5.40E-79,80,150,5.40E-79
91976,120,,214,214,5.40E-79
91977,500,999999,100,40,5.40E-79
91978,5.40E-79,5.40E-79,471,107,5.40E-79
91979,600,5.40E-79,5.40E-79,200,100
91980,500,5.40E-79,5.40E-79,100,5.40E-79
91981,600,5.40E-79,5.40E-79,5.40E-79,5.40E-79
91982,342,64,128,400,100
91983,550,100,200,80,5.40E-79
91984,321,5.40E-79,214,50,5.40E-79
91985,428,5.40E-79,400,200,5.40E-79
91986,250,5.40E-79,150,60,25
91987,700,70,200,100,60
91988,300,5.40E-79,150,200,50
91989,600,5.40E-79,50,50,5.40E-79
91990,500,5.40E-79,75,150,75
91991,428,5.40E-79,50,55,5.40E-79
91992,428,42,400,5.40E-79,5.40E-79
91993,535,5.40E-79,5.40E-79,100,5.40E-79
91994,200,5.40E-79,50,600,5.40E-79
91995,600,5.40E-79,200,150,50
91996,900,5.40E-79,150,200,5.40E-79
91997,250,5.40E-79,500,150,5.40E-79
91998,400,40,5.40E-79,100,5.40E-79
91999,500,5.40E-79,200,200,50
92000,5.40E-79,5.40E-79,857,110,5.40E-79
92001,400,5.40E-79,428,50,30
92002,1600,5.40E-79,5.40E-79,200,5.40E-79
92003,100,5.40E-79,200,471,100
92004,,,,,
92005,600,40,5.40E-79,200,50
92006,550,100,200,80,5.40E-79
92007,1200,5.40E-79,50,120,5.40E-79
92008,,,,,
92009,100,5.40E-79,400,200,30
92010,400,65,5.40E-79,20,5.40E-79
92011,642,5.40E-79,5.40E-79,800,5.40E-79
92012,500,50,5.40E-79,100,5.40E-79
92013,700,60,5.40E-79,100,5.40E-79
92014,400,5.40E-79,100,5.40E-79,25
92015,1000,300,5.40E-79,350,100
92016,350,5.40E-79,50,80,30
92017,150,30,5.40E-79,5.40E-79,5.40E-79
92018,999999,999999,500,999999,5.40E-79
92019,850,150,999999,125,5.40E-79
92020,400,5.40E-79,5.40E-79,100,5.40E-79
92021,171,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92022,850,100,200,100,30
92023,500,150,200,5.40E-79,5.40E-79
92024,300,90,90,5.40E-79,5.40E-79
92025,800,100,150,200,50
92026,400,5.40E-79,60,300,20
92027,250,5.40E-79,25,5.40E-79,5.40E-79
92028,857,5.40E-79,5.40E-79,428,5.40E-79
92029,,,,,
92030,642,5.40E-79,514,300,5.40E-79
92031,400,5.40E-79,100,30,5.40E-79
92032,278,64,214,128,5.40E-79
92033,2200,200,5.40E-79,585,5.40E-79
92034,800,25,25,100,5.40E-79
92035,600,75,5.40E-79,500,5.40E-79
92036,450,5.40E-79,60,160,5.40E-79
92037,400,150,342,942,154
92038,400,125,171,75,5.40E-79
92039,857,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92040,1500,5.40E-79,51,100,100
92041,450,100,100,100,50
92042,1500,200,250,150,5.40E-79
92043,600,5.40E-79,50,100,30
92044,300,5.40E-79,100,200,5.40E-79
92045,200,5.40E-79,40,80,40
92046,300,5.40E-79,5.40E-79,60,20
92047,300,5.40E-79,300,50,5.40E-79
92048,,,,,
92049,400,5.40E-79,200,40,5.40E-79
92050,400,150,100,100,5.40E-79
92051,500,5.40E-79,5.40E-79,400,5.40E-79
92052,350,10,5.40E-79,5.40E-79,5.40E-79
92053,300,40,20,100,60
92054,685,40,70,171,100
92055,342,25,5.40E-79,257,5.40E-79
92056,300,5.40E-79,85,5.40E-79,5.40E-79
92057,450,150,200,100,20
92058,250,20,5.40E-79,80,5.40E-79
92059,450,25,30,100,5.40E-79
92060,200,40,30,999999,999999
92061,750,42,128,321,40
92062,800,100,200,214,5.40E-79
92063,1285,5.40E-79,642,300,5.40E-79
92064,214,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92065,5.40E-79,5.40E-79,750,100,5.40E-79
92066,250,50,5.40E-79,5.40E-79,5.40E-79
92067,700,5.40E-79,5.40E-79,40,5.40E-79
92068,290,15,60,70,5.40E-79
92069,428,5.40E-79,200,40,5.40E-79
92070,200,5.40E-79,100,60,25
92071,257,42,107,120,20
92072,450,60,25,80,30
92073,800,200,300,428,10
92074,5.40E-79,5.40E-79,300,20,5.40E-79
92075,999999,999999,999999,999999,999999
92076,500,100,50,200,20
92077,1200,150,214,500,5.40E-79
92078,400,5.40E-79,150,20,5.40E-79
92079,650,5.40E-79,5.40E-79,5.40E-79,28
92080,428,128,214,171,5.40E-79
92081,500,5.40E-79,5.40E-79,300,40
92082,320,30,100,20,5.40E-79
92083,5.40E-79,5.40E-79,649,5.40E-79,5.40E-79
92084,5.40E-79,5.40E-79,428,5.40E-79,5.40E-79
92085,200,5.40E-79,50,200,5.40E-79
92086,1000,5.40E-79,500,150,5.40E-79
92087,1285,5.40E-79,5.40E-79,120,5.40E-79
92088,200,5.40E-79,400,400,5.40E-79
92089,200,25,5,100,5.40E-79
92090,350,15,5.40E-79,35,15
92091,450,5.40E-79,350,428,85
92092,428,5.40E-79,30,100,5.40E-79
92093,600,50,200,200,5.40E-79
92094,225,25,50,50,25
92095,400,30,5.40E-79,30,5.40E-79
92096,300,5.40E-79,5.40E-79,45,5.40E-79
92097,100,5.40E-79,150,80,150
92098,300,100,100,50,5.40E-79
92099,800,5.40E-79,400,300,200
92100,857,5.40E-79,2142,642,50
92101,150,25,5.40E-79,12,5.40E-79
92102,6428,5.40E-79,300,5.40E-79,5.40E-79
92103,200,30,5.40E-79,5.40E-79,5.40E-79
92104,5.40E-79,5.40E-79,1000,500,85
92105,160,5.40E-79,140,18,5.40E-79
92106,350,75,5.40E-79,5.40E-79,60
92107,5.40E-79,5.40E-79,900,5.40E-79,5.40E-79
92108,685,40,70,171,100
92109,171,42,15,50,50
92110,42,42,5.40E-79,5.40E-79,65
92111,100,20,20,30,5.40E-79
92112,50,20,250,100,30
92113,632,5.40E-79,85,30,5.40E-79
92114,380,5.40E-79,5.40E-79,200,150
92115,200,20,20,20,5.40E-79
92116,260,50,5.40E-79,5,5.40E-79
92117,100,5.40E-79,200,100,50
92118,400,5.40E-79,5.40E-79,50,5.40E-79
92119,642,20,5.40E-79,75,25
92120,300,5.40E-79,100,214,5.40E-79
92121,300,100,5.40E-79,150,50
92122,250,50,50,150,5.40E-79
92123,,,,,
92124,1285,5.40E-79,5.40E-79,128,60
92125,500,5.40E-79,75,100,5.40E-79
92126,50,5.40E-79,20,20,5.40E-79
92127,214,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92128,300,50,200,214,30
92129,300,50,50,150,5.40E-79
92130,20,12,100,30,20
92131,300,5.40E-79,5.40E-79,40,5.40E-79
92132,400,5.40E-79,100,5.40E-79,50
92133,100,25,5.40E-79,30,5.40E-79
92134,150,50,50,240,5.40E-79
92135,600,5.40E-79,200,480,35
92136,450,5.40E-79,300,160,90
92137,200,5.40E-79,20,150,75
92138,500,100,42,200,5.40E-79
92139,642,107,5.40E-79,214,5.40E-79
92140,600,5.40E-79,25,200,5.40E-79
92141,321,5.40E-79,5.40E-79,128,20
92142,800,100,100,50,5.40E-79
92143,150,5.40E-79,128,85,5.40E-79
92144,450,100,100,100,50
92145,750,42,128,321,40
92146,400,50,5.40E-79,128,20
92147,600,5.40E-79,5.40E-79,100,5.40E-79
92148,1000,5.40E-79,5.40E-79,400,5.40E-79
92149,400,60,40,100,5.40E-79
92150,375,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92151,225,30,200,250,25
92152,1071,5.40E-79,342,428,171
92153,600,5.40E-79,600,200,60
92154,300,5.40E-79,60,80,5.40E-79
92155,400,100,100,200,50
92156,600,5.40E-79,200,30,5.40E-79
92157,5.40E-79,5.40E-79,250,40,5.40E-79
92158,,,,,
92159,98,5.40E-79,5.40E-79,20,5.40E-79
92160,200,50,5.40E-79,50,5.40E-79
92161,1000,5.40E-79,5.40E-79,100,5.40E-79
92162,336,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92163,140,55,192,60,20
92164,1000,300,500,200,100
92165,400,5.40E-79,100,150,5.40E-79
92166,450,5.40E-79,5.40E-79,150,5.40E-79
92167,350,150,350,70,60
92168,428,25,64,30,5.40E-79
92169,857,5.40E-79,999999,50,5.40E-79
92170,214,75,321,75,75
92171,300,5.40E-79,200,200,5.40E-79
92172,400,5.40E-79,600,5.40E-79,5.40E-79
92173,,,,,
92174,900,300,5.40E-79,500,5.40E-79
92175,800,200,800,250,50
92176,100,5.40E-79,300,5.40E-79,10
92177,600,999999,5.40E-79,15,5.40E-79
92178,685,171,107,5.40E-79,128
92179,6428,5.40E-79,300,5.40E-79,5.40E-79
92180,300,5.40E-79,100,150,5.40E-79
92181,257,85,85,214,5.40E-79
92182,300,5.40E-79,100,100,100
92183,350,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92184,857,5.40E-79,771,5.40E-79,5.40E-79
92185,1285,428,128,150,30
92186,600,100,200,200,5.40E-79
92187,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92188,175,5.40E-79,5.40E-79,50,5.40E-79
92189,200,5.40E-79,200,428,214
92190,200,100,100,100,5.40E-79
92191,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92192,342,30,45,300,5.40E-79
92193,,,,,
92194,214,5.40E-79,428,128,5.40E-79
92195,,,,,
92196,257,5.40E-79,5.40E-79,47,5.40E-79
92197,500,5.40E-79,150,200,5.40E-79
92198,428,5.40E-79,100,50,20
92199,200,50,200,5.40E-79,50
92200,300,40,100,80,200
92201,600,75,5.40E-79,50,5.40E-79
92202,194,5.40E-79,40,8,5.40E-79
92203,650,5.40E-79,750,5.40E-79,5.40E-79
92204,214,5.40E-79,5.40E-79,30,5.40E-79
92205,680,5.40E-79,5.40E-79,20,5.40E-79
92206,400,5.40E-79,100,250,5.40E-79
92207,1071,5.40E-79,100,257,342
92208,5.40E-79,5.40E-79,800,60,60
92209,1285,214,50,428,5.40E-79
92210,200,5.40E-79,50,50,5.40E-79
92211,999999,999999,1285,100,50
92212,300,5.40E-79,10,200,5.40E-79
92213,1100,200,100,400,5.40E-79
92214,200,5.40E-79,5.40E-79,100,5.40E-79
92215,600,214,65,107,137
92216,1000,200,100,200,30
92217,200,20,40,25,5.40E-79
92218,342,85,128,171,20
92219,400,50,100,5.40E-79,5.40E-79
92220,1714,100,85,400,5.40E-79
92221,2571,857,100,100,40
92222,2200,200,5.40E-79,585,5.40E-79
92223,400,5.40E-79,5.40E-79,50,5.40E-79
92224,1285,5.40E-79,5.40E-79,60,5.40E-79
92225,150,5.40E-79,550,70,5.40E-79
92226,175,20,50,50,20
92227,300,5.40E-79,200,300,100
92228,600,5.40E-79,5.40E-79,60,30
92229,642,5.40E-79,80,30,30
92230,700,75,140,100,5.40E-79
92231,857,5.40E-79,257,128,5.40E-79
92232,300,40,5.40E-79,50,5.40E-79
92233,200,5.40E-79,5.40E-79,100,20
92234,150,5.40E-79,100,250,50
92235,120,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92236,,,,,
92237,210,30,190,200,5.40E-79
92238,400,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92239,800,5.40E-79,5.40E-79,999999,75
92240,257,80,120,80,5.40E-79
92241,300,5.40E-79,300,5.40E-79,171
92242,400,125,5.40E-79,25,5.40E-79
92243,200,5.40E-79,5.40E-79,12,5.40E-79
92244,500,5.40E-79,100,5.40E-79,50
92245,200,30,60,50,5.40E-79
92246,1285,428,1285,1285,5.40E-79
92247,400,80,200,100,60
92248,5.40E-79,5.40E-79,857,110,5.40E-79
92249,550,5.40E-79,50,100,5.40E-79
92250,600,5.40E-79,50,70,5.40E-79
92251,171,42,128,5.40E-79,5.40E-79
92252,80,20,50,30,10
92253,700,200,5.40E-79,5.40E-79,5.40E-79
92254,600,5.40E-79,250,130,5.40E-79
92255,220,5.40E-79,60,25,5.40E-79
92256,600,100,200,278,5.40E-79
92257,299,5.40E-79,5.40E-79,60,5.40E-79
92258,100,5.40E-79,5.40E-79,300,5.40E-79
92259,350,20,20,5.40E-79,5.40E-79
92260,450,60,100,30,30
92261,400,5.40E-79,5.40E-79,150,100
92262,999999,999999,5.40E-79,60,5.40E-79
92263,300,5.40E-79,5.40E-79,5.40E-79,60
92264,428,5.40E-79,214,257,171
92265,1285,5.40E-79,214,171,5.40E-79
92266,350,5.40E-79,5.40E-79,40,20
92267,550,100,200,80,5.40E-79
92268,600,85,214,214,40
92269,300,5.40E-79,556,200,5.40E-79
92270,250,60,300,5.40E-79,30
92271,250,25,5.40E-79,25,5.40E-79
92272,1071,128,85,100,25
92273,375,5.40E-79,20,10,5.40E-79
92274,128,5.40E-79,5.40E-79,200,5.40E-79
92275,1000,300,150,200,100
92276,300,5.40E-79,5.40E-79,100,80
92277,1000,5.40E-79,428,428,321
92278,400,5.40E-79,200,150,5.40E-79
92279,450,5.40E-79,400,300,128
92280,5.40E-79,5.40E-79,428,257,64
92281,200,5.40E-79,5.40E-79,200,5.40E-79
92282,857,5.40E-79,107,428,214
92283,200,50,30,30,5.40E-79
92284,642,5.40E-79,771,5.40E-79,5.40E-79
92285,857,5.40E-79,857,200,200
92286,300,100,5.40E-79,100,5.40E-79
92287,450,35,300,120,80
92288,600,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92289,450,999999,300,5.40E-79,257
92290,589,5.40E-79,20,200,50
92291,428,85,5.40E-79,75,5.40E-79
92292,800,5.40E-79,200,400,50
92293,800,5.40E-79,150,200,5.40E-79
92294,857,85,50,300,120
92295,250,5.40E-79,25,5.40E-79,5.40E-79
92296,,,,,
92297,1500,200,300,500,100
92298,225,25,50,50,25
92299,428,5.40E-79,200,235,5.40E-79
92300,25,10,300,150,5.40E-79
92301,700,5.40E-79,100,100,5.40E-79
92302,857,5.40E-79,999999,50,5.40E-79
92303,150,5.40E-79,550,250,5.40E-79
92304,600,60,5.40E-79,100,5.40E-79
92305,260,5.40E-79,240,80,5.40E-79
92306,300,100,100,50,60
92307,514,128,171,60,5.40E-79
92308,400,5.40E-79,150,150,20
92309,400,50,50,5.40E-79,5.40E-79
92310,1200,300,5.40E-79,100,5.40E-79
92311,200,171,214,128,128
92312,300,100,5.40E-79,20,5.40E-79
92313,999999,999999,999999,5.40E-79,5.40E-79
92314,857,200,100,44,5.40E-79
92315,250,5.40E-79,250,150,150
92316,400,200,5.40E-79,5,5.40E-79
92317,250,5.40E-79,50,100,5.40E-79
92318,800,5.40E-79,400,300,200
92319,5.40E-79,5.40E-79,800,150,50
92320,1285,214,5.40E-79,428,5.40E-79
92321,5.40E-79,5.40E-79,321,100,5.40E-79
92322,100,5.40E-79,800,600,5.40E-79
92323,250,5.40E-79,125,27,40
92324,525,5.40E-79,128,60,30
92325,600,5.40E-79,100,200,5.40E-79
92326,60,5.40E-79,60,40,5.40E-79
92327,260,5.40E-79,40,40,5.40E-79
92328,400,5.40E-79,150,100,50
92329,900,50,600,500,5.40E-79
92330,250,50,150,5.40E-79,5.40E-79
92331,642,150,40,100,5.40E-79
92332,,,,,
92333,450,30,10,60,5.40E-79
92334,500,5.40E-79,5.40E-79,150,5.40E-79
92335,85,5.40E-79,5.40E-79,5.40E-79,5.40E-79
92336,600,5.40E-79,5.40E-79,50,5.40E-79
92337,5.40E-79,5.40E-79,514,90,30
92338,200,50,5.40E-79,42,5.40E-79
92339,700,100,200,200,5.40E-79
92340,,,,,
92341,450,40,100,50,30
